epoch,accuracy,loss,val_accuracy,val_loss
0,0.4196428656578064,1.134050726890564,0.5743119120597839,1.0153435468673706
1,0.6368563771247864,0.8427525758743286,0.6715596318244934,0.8127096891403198
2,0.7553571462631226,0.6717634201049805,0.7513761520385742,0.6798644065856934
3,0.8066847324371338,0.575437605381012,0.8027523159980774,0.5892706513404846
4,0.8527551889419556,0.4589780867099762,0.8229357600212097,0.535466194152832
5,0.8553571701049805,0.4260217249393463,0.8477064371109009,0.48474937677383423
6,0.8598214387893677,0.41819408535957336,0.857798159122467,0.445364773273468
7,0.8626919388771057,0.3929474651813507,0.8605504631996155,0.4336267411708832
8,0.8660714030265808,0.3746366798877716,0.8669725060462952,0.42118024826049805
9,0.8897922039031982,0.3296624720096588,0.8743119239807129,0.3923259973526001
10,0.8848214149475098,0.3244383633136749,0.8816514015197754,0.37159013748168945
11,0.8883928656578064,0.31423982977867126,0.8770642280578613,0.3817206919193268
12,0.9026785492897034,0.2883698046207428,0.8807339668273926,0.34849584102630615
13,0.8970189690589905,0.27625951170921326,0.8825688362121582,0.3436426818370819
14,0.9150857925415039,0.2615323066711426,0.884403645992279,0.3199058771133423
15,0.913279116153717,0.2632444202899933,0.8862385153770447,0.32116565108299255
16,0.8988256454467773,0.2729737460613251,0.8880733847618103,0.33090054988861084
17,0.9033423662185669,0.2766241133213043,0.8871559500694275,0.3106788694858551
18,0.9069557189941406,0.24803458154201508,0.8862385153770447,0.30855655670166016
19,0.9259259104728699,0.21997304260730743,0.8908256888389587,0.2969192564487457
20,0.925000011920929,0.2189899981021881,0.8963302969932556,0.29495692253112793
21,0.9186992049217224,0.24101336300373077,0.8999999761581421,0.28472915291786194
22,0.9159891605377197,0.22466109693050385,0.8954128623008728,0.29263561964035034
23,0.918749988079071,0.21828968822956085,0.8999999761581421,0.27730613946914673
24,0.9267857074737549,0.20536617934703827,0.9009174108505249,0.27942323684692383
25,0.9232142567634583,0.21504256129264832,0.9064220190048218,0.276701420545578
26,0.9331526756286621,0.19582398235797882,0.8981651663780212,0.2692727744579315
27,0.9267857074737549,0.19463960826396942,0.9036697149276733,0.2533557116985321
28,0.9430894255638123,0.17817237973213196,0.9009174108505249,0.26378050446510315
29,0.9321428537368774,0.18293486535549164,0.9073394536972046,0.25528040528297424
30,0.9446428418159485,0.18188215792179108,0.9119266271591187,0.2501554489135742
31,0.9357143044471741,0.18965798616409302,0.910091757774353,0.25088635087013245
32,0.9295393228530884,0.18766307830810547,0.910091757774353,0.2425091713666916
33,0.9401785731315613,0.18482345342636108,0.9110091924667358,0.2402326464653015
34,0.9376693964004517,0.18547376990318298,0.9165137410163879,0.2397177815437317
35,0.946702778339386,0.17219455540180206,0.9119266271591187,0.23286309838294983
36,0.9457994699478149,0.16331636905670166,0.9119266271591187,0.23706041276454926
37,0.9401785731315613,0.17302189767360687,0.9165137410163879,0.23810964822769165
38,0.9428571462631226,0.17756518721580505,0.9137614965438843,0.2508988082408905
39,0.9250226020812988,0.18448065221309662,0.9174311757087708,0.23300978541374207
40,0.9366071224212646,0.1849716156721115,0.9119266271591187,0.24150072038173676
41,0.9589285850524902,0.1433631032705307,0.9192660450935364,0.22823549807071686
42,0.9357143044471741,0.17419369518756866,0.9146788716316223,0.22818335890769958
43,0.9392856955528259,0.17129096388816833,0.9192660450935364,0.22720767557621002
44,0.9428571462631226,0.16008180379867554,0.921100914478302,0.23051780462265015
45,0.9412827491760254,0.16200724244117737,0.9201834797859192,0.23076187074184418
46,0.9358627200126648,0.18613335490226746,0.921100914478302,0.23343360424041748
47,0.9340559840202332,0.17077894508838654,0.9247706532478333,0.2227173000574112
48,0.9503161907196045,0.14974826574325562,0.9256880879402161,0.22133032977581024
49,0.9464285969734192,0.15250051021575928,0.9302752017974854,0.21426407992839813
50,0.9437500238418579,0.16190029680728912,0.9293578267097473,0.2161594182252884
51,0.9491071701049805,0.152829110622406,0.9275229573249817,0.21823303401470184
52,0.9419642686843872,0.15989097952842712,0.9256880879402161,0.21437512338161469
53,0.9421861171722412,0.15168257057666779,0.9256880879402161,0.2134300172328949
54,0.9394760727882385,0.158438041806221,0.9302752017974854,0.2010965347290039
55,0.9548328518867493,0.13697652518749237,0.9275229573249817,0.20609734952449799
56,0.9557362198829651,0.12589772045612335,0.9293578267097473,0.2067698836326599
57,0.9491071701049805,0.14991027116775513,0.9339449405670166,0.20006410777568817
58,0.9383928775787354,0.14910361170768738,0.9330275058746338,0.19738177955150604
59,0.9584462642669678,0.1395808905363083,0.9311926364898682,0.19767585396766663
60,0.9419642686843872,0.16577833890914917,0.9284403920173645,0.2026485651731491
61,0.9485095143318176,0.14376600086688995,0.9348623752593994,0.19619010388851166
62,0.9455357193946838,0.14729729294776917,0.932110071182251,0.1927221119403839
63,0.9548328518867493,0.13407889008522034,0.932110071182251,0.19459214806556702
64,0.9566395878791809,0.14764432609081268,0.932110071182251,0.19512896239757538
65,0.9557362198829651,0.14174699783325195,0.9348623752593994,0.19693049788475037
66,0.9553571343421936,0.1341266632080078,0.9293578267097473,0.191573828458786
67,0.9584462642669678,0.12837344408035278,0.9330275058746338,0.1950387805700302
68,0.9539295434951782,0.14474479854106903,0.9376146793365479,0.18099865317344666
69,0.9457994699478149,0.14481057226657867,0.9302752017974854,0.19285018742084503
70,0.9508928656578064,0.1384238749742508,0.9256880879402161,0.19989721477031708
71,0.9530261754989624,0.13334162533283234,0.9293578267097473,0.18882568180561066
72,0.9593495726585388,0.1393449604511261,0.9302752017974854,0.19401921331882477
73,0.9448961019515991,0.14740081131458282,0.936697244644165,0.18340441584587097
74,0.9589285850524902,0.12621742486953735,0.9311926364898682,0.18202269077301025
75,0.946702778339386,0.14452522993087769,0.936697244644165,0.1841493546962738
76,0.956250011920929,0.13013435900211334,0.9293578267097473,0.19200390577316284
77,0.9473214149475098,0.13021016120910645,0.9394495487213135,0.17685991525650024
78,0.9521228671073914,0.12378690391778946,0.9394495487213135,0.1766805201768875
79,0.9491071701049805,0.13545675575733185,0.9293578267097473,0.1852979063987732
80,0.9521228671073914,0.14004196226596832,0.9311926364898682,0.19407503306865692
81,0.9521228671073914,0.1397436559200287,0.9311926364898682,0.18796706199645996
82,0.966576337814331,0.11653117835521698,0.932110071182251,0.1843719780445099
83,0.957542896270752,0.12224047631025314,0.9339449405670166,0.18149779736995697
84,0.9598214030265808,0.12831145524978638,0.9357798099517822,0.17764052748680115
85,0.9633928537368774,0.12560312449932098,0.936697244644165,0.17741672694683075
86,0.956250011920929,0.11418391764163971,0.9339449405670166,0.17515668272972107
87,0.9571428298950195,0.11894852668046951,0.9348623752593994,0.18017861247062683
88,0.9530261754989624,0.13101044297218323,0.9348623752593994,0.18910114467144012
89,0.9598214030265808,0.13209128379821777,0.9376146793365479,0.17250804603099823
90,0.9589285850524902,0.1238490641117096,0.9385321140289307,0.17220847308635712
91,0.9674796462059021,0.10958296805620193,0.9330275058746338,0.17743729054927826
92,0.9629629850387573,0.11703288555145264,0.9394495487213135,0.171888068318367
93,0.9566395878791809,0.11621055006980896,0.9412844181060791,0.17581552267074585
94,0.9557362198829651,0.12349289655685425,0.9394495487213135,0.1741674691438675
95,0.9589285850524902,0.12524108588695526,0.936697244644165,0.16821062564849854
96,0.9571428298950195,0.11931897699832916,0.9412844181060791,0.172221377491951
97,0.9566395878791809,0.11436007171869278,0.9412844181060791,0.17293328046798706
98,0.9593495726585388,0.11471924185752869,0.9376146793365479,0.17861494421958923
99,0.9624999761581421,0.11078640818595886,0.9431192874908447,0.17011943459510803
100,0.9642857313156128,0.1086629182100296,0.9403669834136963,0.17155951261520386
101,0.9696428775787354,0.11383447051048279,0.9431192874908447,0.16325074434280396
102,0.9602529406547546,0.11915690451860428,0.9440367221832275,0.16803868114948273
103,0.9616071581840515,0.10952296108007431,0.9357798099517822,0.17444024980068207
104,0.9589285850524902,0.11482098698616028,0.9385321140289307,0.16840097308158875
105,0.9553571343421936,0.11665987223386765,0.9422018527984619,0.1643988937139511
106,0.9616071581840515,0.10334685444831848,0.9431192874908447,0.16776488721370697
107,0.9557362198829651,0.11671648919582367,0.9385321140289307,0.17472156882286072
108,0.9584462642669678,0.11719513684511185,0.9440367221832275,0.16906854510307312
109,0.9683830142021179,0.09190468490123749,0.9385321140289307,0.17030875384807587
110,0.9553571343421936,0.11796406656503677,0.9495412707328796,0.1598273366689682
111,0.957542896270752,0.11571569740772247,0.9330275058746338,0.17571932077407837
112,0.9678571224212646,0.10031334310770035,0.9394495487213135,0.16759170591831207
113,0.9620596170425415,0.10442018508911133,0.9357798099517822,0.17571194469928741
114,0.9638662934303284,0.1143527626991272,0.9422018527984619,0.1633654683828354
115,0.9589285850524902,0.11293988674879074,0.9431192874908447,0.1638868898153305
116,0.966576337814331,0.10060951858758926,0.9422018527984619,0.16609206795692444
117,0.9696428775787354,0.09970784932374954,0.9422018527984619,0.16705043613910675
118,0.9633928537368774,0.11009816080331802,0.9412844181060791,0.16575191915035248
119,0.9593495726585388,0.11392675340175629,0.9458715319633484,0.15842947363853455
120,0.949999988079071,0.1194944903254509,0.9394495487213135,0.16329343616962433
121,0.9589285850524902,0.10689777880907059,0.9339449405670166,0.1729946732521057
122,0.9656729698181152,0.10064411908388138,0.9449541568756104,0.158432736992836
123,0.9611562490463257,0.10554343461990356,0.9394495487213135,0.16440407931804657
124,0.9719963669776917,0.09626609832048416,0.9486238360404968,0.15169870853424072
125,0.9669643044471741,0.09308544546365738,0.9431192874908447,0.1646750569343567
126,0.9629629850387573,0.10735005885362625,0.9440367221832275,0.16267026960849762
127,0.9548328518867493,0.1250225007534027,0.9440367221832275,0.15652266144752502
128,0.9620596170425415,0.10613352060317993,0.947706401348114,0.15826107561588287
129,0.9571428298950195,0.11791253834962845,0.9431192874908447,0.16209742426872253
130,0.9660714268684387,0.1080588549375534,0.9467889666557312,0.163729727268219
131,0.9738030433654785,0.09140095859766006,0.9431192874908447,0.15957893431186676
132,0.9616071581840515,0.11302351206541061,0.9458715319633484,0.156813383102417
133,0.9723214507102966,0.09180931001901627,0.9440367221832275,0.15556393563747406
134,0.9678571224212646,0.09675554186105728,0.9440367221832275,0.16180545091629028
135,0.9593495726585388,0.1094924584031105,0.9467889666557312,0.15857906639575958
136,0.9750000238418579,0.08969341963529587,0.9504587054252625,0.14845021069049835
137,0.966576337814331,0.10629700869321823,0.9449541568756104,0.15880897641181946
138,0.9602529406547546,0.10616137832403183,0.9431192874908447,0.16172686219215393
139,0.9669643044471741,0.10259155929088593,0.9449541568756104,0.15963691473007202
140,0.9738030433654785,0.0886334627866745,0.9458715319633484,0.1589672714471817
141,0.9584462642669678,0.10592665523290634,0.9394495487213135,0.1640736609697342
142,0.9701896905899048,0.08307474106550217,0.9449541568756104,0.16085731983184814
143,0.9607142806053162,0.11034601926803589,0.9467889666557312,0.15651464462280273
144,0.9589285850524902,0.11721687018871307,0.9458715319633484,0.15800246596336365
145,0.9584462642669678,0.10965592414140701,0.9458715319633484,0.1540175974369049
146,0.9584462642669678,0.10103817284107208,0.9467889666557312,0.1505095213651657
147,0.9678571224212646,0.09200961142778397,0.9467889666557312,0.15575020015239716
148,0.9701896905899048,0.09308261424303055,0.9422018527984619,0.15774700045585632
149,0.9616071581840515,0.1119479313492775,0.9504587054252625,0.1501561850309372
150,0.9638662934303284,0.1019061803817749,0.9467889666557312,0.15313145518302917
151,0.9750000238418579,0.0930456891655922,0.9458715319633484,0.1553066372871399
152,0.96875,0.09726359695196152,0.9495412707328796,0.14701831340789795
153,0.9683830142021179,0.1054266020655632,0.9449541568756104,0.15546970069408417
154,0.9624999761581421,0.1059085875749588,0.947706401348114,0.15147541463375092
155,0.9674796462059021,0.10283637791872025,0.9486238360404968,0.14529794454574585
156,0.9633928537368774,0.09631911665201187,0.9486238360404968,0.15311871469020844
157,0.9656729698181152,0.0992845818400383,0.9458715319633484,0.15412993729114532
158,0.9642857313156128,0.10254690796136856,0.9449541568756104,0.15729691088199615
159,0.9705356955528259,0.08945048600435257,0.9495412707328796,0.1501789391040802
160,0.9620596170425415,0.10491950809955597,0.9458715319633484,0.15331487357616425
161,0.9584462642669678,0.12072878330945969,0.9467889666557312,0.15694990754127502
162,0.9607142806053162,0.10530217736959457,0.9458715319633484,0.1495884209871292
163,0.9723214507102966,0.10069270431995392,0.9412844181060791,0.16290418803691864
164,0.9638662934303284,0.10002389550209045,0.9449541568756104,0.15945382416248322
165,0.966576337814331,0.10450539737939835,0.9449541568756104,0.14611464738845825
166,0.9719963669776917,0.0823347195982933,0.9376146793365479,0.16849443316459656
167,0.9714285731315613,0.08974064886569977,0.9440367221832275,0.15696364641189575
168,0.9647696614265442,0.10010676085948944,0.9458715319633484,0.15588870644569397
169,0.9705356955528259,0.08581991493701935,0.9412844181060791,0.1605011373758316
170,0.9714285731315613,0.09284213185310364,0.9449541568756104,0.1516621857881546
171,0.9701896905899048,0.09020412713289261,0.9422018527984619,0.15422102808952332
172,0.9801264405250549,0.07077600061893463,0.9458715319633484,0.15168124437332153
173,0.9638662934303284,0.09501128643751144,0.9412844181060791,0.15924541652202606
174,0.9674796462059021,0.09256438910961151,0.9504587054252625,0.14558537304401398
175,0.9651785492897034,0.09419883042573929,0.947706401348114,0.14809750020503998
